claim_id,claim_text,source_file,source_section,originating_run,claim_type,current_evidence_status,geography,confidence,freshness_or_review_date,material_to_historical_decision,evidence_quality,evidence_ids,source_ids,audit_notes,duplicate_locations
HC-0031,# Independent Executive Memos ## Restaurant Owner Buyer ## Restaurant Operator ## ROI Translator ## Packaging Strategist ## Competitor and Sales Practicality Analyst ## Channel Architect ## POS and Integration Gatekeeper ## Delivery and Fulfilment Gatekeeper ## Developer Cost and Support Analyst ## Evidence Auditor ## Devil's Advocate,LEG-SRC-0040,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0040,LEG-SRC-0040,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0032,# Executive Post-Decision Responses ## Owner Buyer ## Operator ## ROI Translator ## Packaging Strategist ## Competitor/Sales ## Channel Architect ## Integration Gatekeeper ## Delivery Gatekeeper ## Developer Cost Analyst ## Evidence Auditor,LEG-SRC-0041,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0041,LEG-SRC-0041,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0033,"# Feature Classification Matrix | Feature | Class | Restaurant job / ROI path | Complexity | Support risk | Third-party cost | Package/module | |---|---|---|---|---|---|---| | Logo/header, menu categories/items/prices, cart, customer details/notes | Core | Structured order capture; fewer misunderstandings | Low | Low-medium | None | Tier 0 | | Telegram order receiver, local SQLite history | Core | Bounded notification and basic outcome record | Low | Medium if staff misses orders | Telegram API normally free; hosting/support | Tier 0 | | Stable URL and source tags | Core | Clear destination and repeat/source measurement | Low-medium | Low | Domain/hosting | Tier 0/1 | | Item photos/descriptions beyond allowance | Add-on | Menu clarity | Low-medium | Content upkeep | Photography/content | Content module | | Home page, contact, hours, location, social links | Core | Clear web/social/Google destination | Low-medium | Content accuracy | Domain/maps optional | Tier 1 |",LEG-SRC-0042,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0042,LEG-SRC-0042,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0034,"# Feature Inventory Normalized ## Classification Rules - **Core candidate:** standardized, job-defining, bounded support. - **Add-on candidate:** clear optional job with repeatable boundary. - **Delayed candidate:** plausible value, but insufficient demand/support evidence. - **Custom candidate:** variable vendor/workflow effort requiring quote. - **Refuse/avoid:** contradicts strategy or creates unbounded promise. - **Unknown:** compatibility or value cannot yet be classified. | Feature | Initial class | Restaurant job | ROI path | Archetype fit | Operational burden | Provider burden | Third-party exposure | Owner data gate | Demo-ready | Sell without overclaiming | |---|---|---|---|---|---|---|---|---|---|---| | Logo/simple branded header | Core Tier 0 | Recognizable order destination | Clarity/legitimacy | Broad | Low | Low | None | No | Yes | Yes, as capability | | Menu categories/items/prices | Core Tier 0 | Browse current menu | Structured ordering | Broad | Menu accuracy | Setup/data cleanup | None | Menu approval | Yes | Yes |",LEG-SRC-0043,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0043,LEG-SRC-0043,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0035,"# Old Tier Reconciliation | Prior tentative element | Run 2B treatment | Rationale | |---|---|---| | Tier 0 ordering page scope | Retained unchanged | Latest explicit user correction locks technical scope. Sellability remains bounded decision. | | Tier 1 home page/presence around ordering | Retained as a separate candidate package | Solves a distinct clear-destination job, but should be sold only where that job is observed. | | Tier 1 catering/event enquiry | Moved to add-on | Archetype-specific high-ticket job; not universal. | | Tier 1 Arabic/English | Moved to conditional language/content module | Translation and maintenance burden varies. | | Tier 2 dashboard/auth/status | Retained as Tier 2 core | Defines the distinct responsibility jump from capture to workflow. | | Tier 2 pickup/manual delivery | Retained with data/operation gate | Known fulfilment only; restaurant owns execution. |",LEG-SRC-0044,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0044,LEG-SRC-0044,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0036,# Package Ladder Draft ## Tier 0 - Ordering Page ## Tier 1 - Website + Ordering ## Tier 2 - Direct Order Workflow ## Commerce Modules After Tier 2 ## Future Operations / Integration ## Launch Validation Motion,LEG-SRC-0045,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,NO,internal,LEG-EV-0045,LEG-SRC-0045,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0037,"# Package Structure Options ## Option A - Fixed Tiers ## Option B - Pure Feature Pricing ## Option C - Hybrid Responsibility Tiers Plus Add-ons ## Option D - Validation Package First, Then Modules ## Comparative Verdict | Criterion | A Fixed | B Pure features | C Hybrid | D Validation-first | |---|---:|---:|---:|---:| | Owner clarity | High | Low | High | Medium | | ROI-job fit | Medium | High | High | High | | Support containment | Medium | Low | High | Medium | | Urgent cash fit | High | Medium-low | High | Medium | | Productization | Medium | Low | High | Medium | | Handles uncertainty | Low-medium | Medium | High with gates | Very high |",LEG-SRC-0046,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0046,LEG-SRC-0046,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0038,"# Packaging Final Verdict ## 1. Executive Summary ## 2. Chosen Packaging Model ## 3. Why This Model Was Chosen - Fixed tiers alone are clear but trap irrelevant features and implied support. - Pure feature pricing maps to jobs but confuses owners and recreates bespoke work. - Hybrid packages define responsibility clearly while modules serve measured optional jobs. - Validation-first is useful as a launch method but too weak as the only product. ## 4. Smallest Sellable Package ## 5. Tier 0 Confirmation ## 6. Tier 1 Recommendation ## 7. Tier 2 Recommendation ## 8. Tier 3 Recommendation ## 9. Future Tier 4/Tier 5 / Custom Boundary ## 10. Add-On Module List - WhatsApp 1 handoff - WhatsApp 2 deterministic bot - WhatsApp 3 bounded AI assistant, custom/delayed - Telegram 1 receiver, included Tier 0 - Telegram 2 deterministic bot - Telegram 3 bounded AI assistant, custom/delayed - Catering/group enquiry",LEG-SRC-0047,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,UAE,HIGH,2026-06-18,YES,internal,LEG-EV-0047,LEG-SRC-0047,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0039,"# Provider Cost Scorecard | Package/module | Setup | Customization | Support | Third-party dependency | Failure impact | One-developer risk | Maintenance | Commercial gate | |---|---:|---:|---:|---:|---:|---:|---:|---| | Tier 0 | 1 | 1 | 2 | 1 | 3 | 2 | 1 | Fixed menu/content allowance; named restaurant owner | | Tier 1 | 2 | 3 | 2 | 1 | 2 | 2 | 2 | Template and revision boundary | | Tier 2 | 3 | 2 | 3 | 2 | 4 | 3 | 3 | Workflow sign-off, training/support allowance | | Commerce modules after Tier 2 | 4 | 3 | 4 | 4 | 5 | 4 | 4 | Price individually after data, compatibility, and responsibility gate | | WhatsApp 1 | 1 | 1 | 2 | 2 | 2 | 2 | 1 | Clear handoff responsibility | | WhatsApp 2 | 4 | 3 | 4 | 5 | 4 | 4 | 4 | Volume, BSP, intents, escalation | | WhatsApp 3 AI | 5 | 4 | 5 | 5 | 5 | 5 | 5 | Delay/custom; budget and safety evaluation | | Telegram 2 | 3 | 2 | 3 | 2 | 3 | 3 | 3 | Audience/volume and bounded flow |",LEG-SRC-0048,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0048,LEG-SRC-0048,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0040,"# Responsibility and Acceptance Boundaries ## Every Package Must Specify - Exact included menu/content allowance and accepted input format. - Included revision and training allowance. - Restaurant dependencies and named approver/operator. - Acceptance test and launch sign-off. - Standard support hours/allowance, response boundary, and exclusions. - Domain, hosting, renewal, DNS, certificate, and migration ownership. - Data retention, backup, export, deletion, cancellation, and exit process. - Incident handling, fallback, and third-party failure boundary. - Competitor/doing-nothing comparison and package-specific data gate. ## Tier 0 Critical Boundary ## Tier 1 Critical Boundary ## Tier 2 Critical Boundary ## Commerce / Integration Module Critical Boundary",LEG-SRC-0049,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0049,LEG-SRC-0049,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0041,# Role-Specific Starting Briefs ## 1. Restaurant Owner Buyer ## 2. Restaurant Operator ## 3. ROI Translator ## 4. Packaging Strategist ## 5. Competitor and Alternatives Analyst ## 6. Channel Architect ## 7. POS and Integration Gatekeeper ## 8. Delivery and Fulfilment Gatekeeper ## 9. Developer Cost and Support Analyst ## 10. Sales Practicality Analyst ## 11. Evidence Auditor ## 12. Devil's Advocate ## 13. Chairman ## Required Memo Ending,LEG-SRC-0050,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0050,LEG-SRC-0050,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0042,"# Run 2C Pricing Handoff ## Chosen Package Model ## Base Packages to Price - Standard setup and included data/content allowance - Included revision and training allowance - Launch/acceptance work - Recurring support and maintenance allowance - Hosting/domain/infrastructure posture - Backup/export/cancellation/exit obligations - Excess/exceptional work ## Modules to Price - WhatsApp 1 handoff - WhatsApp 2 deterministic bot - Telegram 2 deterministic bot - Catering/group enquiry - Language/content allowance - Customer notifications - Payment - Delivery zones/fees/minimums - Table QR - Promotions/coupons - Deeper analytics/source tracking - Supported POS integration - Supported delivery integration - Custom/delayed AI, multi-branch, reporting, and automation quotation rules ## Support Obligations to Price - Business-hours product support allowance - Additional training/retraining - Menu/content updates beyond allowance",LEG-SRC-0051,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,UAE,HIGH,2026-06-18,YES,internal,LEG-EV-0051,LEG-SRC-0051,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0043,"# Assumption Ledger | ID | Assumption | Confidence | Why it matters | What would prove it wrong | |---|---|---|---|---| | A-001 | Owners understand three responsibility-based packages better than a feature menu. | Medium-low | Determines ladder structure. | Sales calls show repeated confusion or preference for feature-by-feature buying. | | A-002 | Tier 0 is sellable as a real product when existing demand and staff ownership exist. | Low-medium | Determines smallest sellable package. | Qualified restaurants reject it as too incomplete or fail to use it. | | A-003 | Optional modules can preserve flexibility without recreating custom agency work. | Medium | Determines hybrid approach. | Module combinations create high variance, support, or quoting confusion. | | A-004 | A bounded launch/validation motion improves sales honesty without making the product sound unreal. | Medium | Determines go-to-market motion. | Buyers consistently view validation as unfinished software. |",LEG-SRC-0052,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,SCENARIO_ASSUMPTION,SCENARIO_ASSUMPTION,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0052,LEG-SRC-0052,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0044,"# Decision Log - D-001: Do not reopen Run 001 or Run 2A-Redo. - D-002: No broad external research is needed; existing economics gate is sufficient to choose packaging. - D-003: Preserve locked Tier 0 unchanged. - D-004: Test hybrid responsibility-based packages plus paid modules as the preferred structure. - D-005: Treat validation as a bounded sales/onboarding motion, not as a fake or non-product package. - D-006: Do not finalize public prices or sales copy. - D-007: Separate builder setup/support fees from third-party pass-through costs. - D-008: Choose hybrid responsibility-based packaging with three base packages and finite gated modules. - D-009: Choose Tier 0 as the smallest sellable package conditionally; its scope is locked, but sellability remains a pilot hypothesis. - D-010: Retain Tier 1 only for an observed clear-destination/presence job; do not treat it as automatic upgrade. - D-011: Confirm Tier 2 as the clearest differentiated workflow package and smallest operationally credible option for meaningful volume.",LEG-SRC-0053,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0053,LEG-SRC-0053,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0045,"# Evidence Ledger | ID | Claim | Classification | Source | Confidence | Packaging implication | |---|---|---|---|---|---| | E-001 | Tier 0 technical scope is locked as a real ordering page with Telegram receiver and local SQLite history. | Verified internal fact | S-001 | High | Scope cannot change; sellability remains a bounded council decision. | | E-002 | Package decisions should follow responsibility and operational burden, not feature count. | Confirmed council decision | S-002 | High | Use responsibility-based base packages. | | E-003 | Strongest measurable jobs are structured orders, manual leakage reduction, known fulfilment, high-ticket enquiries, clear destination, and repeat measurement. | Council synthesis | S-003-S-005 | Medium | Core packages/modules must map directly to these jobs. | | E-004 | Trust, SEO, AI, generic analytics, loyalty, and AOV uplift are weak automatic monetary claims. | Methodological restriction | S-003-S-005 | High | Do not use them to justify package upgrades. |",LEG-SRC-0054,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,PROJECT_INTERNAL,HIGH,2026-06-18,YES,internal,LEG-EV-0054,LEG-SRC-0054,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0046,# Feature Ledger | Feature family | Primary restaurant job | Initial classification | Main gate | |---|---|---|---| | Menu/cart/structured details | Capture structured orders | Core | Accurate menu and staff owner | | Stable URL/source tracking | Clear destination and measure demand | Core | Source tagging | | Telegram receiver/order record | Bounded notification and measurement | Core Tier 0 | Staff monitoring | | Website/presence/QR | Clear Google/social/QR destination | Tier 1 core | Existing attention or credibility job | | Dashboard/status/availability | Reduce operational leakage | Tier 2 core | Named operator and workflow need | | Pickup/manual delivery choice | Support known fulfilment | Tier 2 core; simple pickup may be Tier 0/1 option | Fulfilment data | | WhatsApp handoff | Familiar customer door | Add-on | Existing WhatsApp demand | | Catering/group enquiry | Capture high-ticket leads | Add-on | Relevant archetype/data |,LEG-SRC-0055,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0055,LEG-SRC-0055,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0047,# Next Session Handoff,LEG-SRC-0056,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,UAE,HIGH,2026-06-18,YES,internal,LEG-EV-0056,LEG-SRC-0056,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,; LEG-SRC-0084; LEG-SRC-0094; LEG-SRC-0127
HC-0048,"# Package Ledger | Package / option | Status | Customer job | Boundary | |---|---|---|---| | Tier 0 - Ordering Page | Locked scope; proposed sellable package | Capture structured orders from existing demand | Order capture only; restaurant owns monitoring, confirmation, payment, fulfilment, complaints. | | Tier 1 - Website + Ordering | Proposed | Clear owned destination plus structured orders | Presence and capture; no dashboard/payment/integration. | | Tier 2 - Direct Order Workflow | Proposed | Reduce operational leakage and manage pickup/manual delivery | Dashboard/status/availability; restaurant still owns fulfilment and manual POS entry. | | Commerce modules after Tier 2 | Proposed; replaces fixed Tier 3 | Add bounded commerce and known fulfilment controls | Payment/zones/customer records/promotions selected only through gates; not a fixed bundle. | | Future Operations / Integration | Deferred/custom | Multi-branch and advanced operational work | Quote only after compatibility/support gate. |",LEG-SRC-0057,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0057,LEG-SRC-0057,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0049,"# Provider Cost Ledger | Scope | Setup effort assumption | Monthly support assumption | Risk | Commercial gate | |---|---:|---:|---|---| | Tier 0 standardized | Low | Low | Menu/data quality and missed notifications | Fixed scope, one revision allowance, named owner | | Tier 1 standardized | Low-medium | Low-medium | Content/translation/custom design requests | Template boundary and content allowance | | Tier 2 workflow | Medium | Medium | Training, status discipline, incidents | Workflow sign-off, training allowance, support cap | | Tier 3 commerce | Medium-high | Medium-high | Payment/refunds/zones/customer issues | Provider compatibility, recurring support, pass-through costs | | WhatsApp/Telegram deterministic bot | Medium-high | Medium | Channel policy, conversation exceptions | Volume/data gate and finite intents | | AI assistant | High/variable | High/variable | Hallucination, tokens, escalations | Delay/custom, budget and safety gate |",LEG-SRC-0058,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0058,LEG-SRC-0058,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0050,"# Research Ledger | ID | Question | Method | Status | Finding | |---|---|---|---|---| | R-001 | What decisions are locked? | Company memory | Complete | Tier 0 locked; aggregators coexist; bots optional; deterministic transaction rule; integrations bounded. | | R-002 | Which jobs/features have strongest ROI support? | Run 2A-Redo | Complete | Structured orders, manual leakage reduction, pickup/known fulfilment, group enquiries, clear destination, repeat measurement. | | R-003 | Is new external research necessary to choose packaging? | Gap assessment | Complete | No. Existing evidence is sufficient for a bounded packaging choice; research stops to avoid delaying decision. |",LEG-SRC-0059,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,UAE,HIGH,2026-06-18,YES,internal,LEG-EV-0059,LEG-SRC-0059,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0051,"# Responsibility Ledger | Responsibility | Restaurant | Provider standard scope | Third party / conditional | |---|---|---|---| | Menu accuracy, prices, availability, hours | Owns approval and routine updates | Initial setup within allowance; product defects | Managed updates separately scoped | | Incoming order monitoring and acknowledgement | Owns per shift | Notification/workflow availability | Messaging-provider incidents excluded | | Food preparation, quality, complaints, refunds | Owns | Software records where included | Gateway/provider rules apply | | Pickup/manual delivery fulfilment | Owns | Configured choice/fields/statuses where included | Delivery partner owns contracted service | | Payment settlement/disputes | Owns merchant account and decisions | Supported setup/workflow where included | Gateway charges/policies pass through | | POS/delivery integration | Provides compatible accounts/access | Only explicitly supported adapter scope | Vendor access/fees/failures conditional |",LEG-SRC-0060,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0060,LEG-SRC-0060,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0052,"# Run 002B Completion Report ## Status ## Research Performed ## Packaging Model Chosen - Tier 0 - Ordering Page - Tier 1 - Website + Ordering - Tier 2 - Direct Order Workflow ## Strongest Disagreements - Tier 0 is the smallest bounded sellable product, but Tier 2 is the smallest operationally credible workflow for meaningful volume. - Tier 1 solves a distinct destination job, but is not an automatic upgrade. - Modules preserve flexibility, but too many visible modules recreate feature-pricing confusion. - Validation improves honesty, but can sound like unfinished software or become consulting scope. ## Final Package Ladder ## Add-Ons ## Delayed / Custom / Refused ## Support Risks ## Third-Party Cost Policy ## What Can Be Sold This Week ## Is Run 2C Ready? ## Exact First Question for Run 2C",LEG-SRC-0061,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,UAE,HIGH,2026-06-18,YES,internal,LEG-EV-0061,LEG-SRC-0061,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0053,"# Run Status ## Decision Question ## Boundaries - Use Run 2A-Redo as the economics gate. - Choose a packaging model, but do not finalize public prices or sales copy. - Preserve locked Tier 0. - Keep aggregators as discovery engines. - Package by measured restaurant jobs and responsibility, not feature excitement. - Keep channel bots optional; deterministic systems transact. - POS and delivery integrations are never universal promises.",LEG-SRC-0062,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0062,LEG-SRC-0062,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0054,"# Source Ledger | ID | Source | Type | Used for | Limitation | |---|---|---|---|---| | S-001 | `handoffs/company-memory.md` | Internal source of truth | Locked product/channel/tier decisions | Not market validation. | | S-002 | Run 001 completion report, ledgers, and interim verdict | Prior council packet | Scope/support/responsibility restrictions | Broad sale and provider economics unresolved. | | S-003 | Run 2A-Redo ROI map and archetype matrix | Economics-gate artifact | ROI-backed jobs and target hypotheses | Archetype fit remains hypothesis. | | S-004 | Run 2A-Redo calculator spec/model/questionnaire | Economics-gate artifact | Data gates and measurable outputs | Scenario model, not predictive benchmark. | | S-005 | Run 2A-Redo Run 2B handoff | Direct handoff | Core/add-on/delay direction | Requires packaging decision. | | S-006 | Restaurant commercial council skill | Process | Deliberation protocol | Not commercial evidence. |",LEG-SRC-0063,imported evidence/library entry,2026-06-14-feature-packaging-decision-002B,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,PROJECT_INTERNAL,HIGH,2026-06-18,YES,internal,LEG-EV-0063,LEG-SRC-0063,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0055,"# Activity Log | Timestamp (Asia/Dubai) | Stage | Activity | Result | |---|---|---|---| | 2026-06-14 | 0 | Started Run 2A-Redo and confirmed repository rules. | Run authorized as focused ROI research and calculator-design council; no final tiers/prices/copy. | | 2026-06-14 | 0 | Read commercial council skill, required references, and templates. | Protocol and decision taxonomy loaded. | | 2026-06-14 | 0 | Searched for named master handoff. | Exact filename absent; closest matching `handoffs/company-memory.md` loaded and left unmodified. | | 2026-06-14 | 0 | Read Run 001 required files and prior Run 2A required outputs. | Locked decisions, gaps, and weak prior ROI work loaded. | | 2026-06-14 | 0 | Created new run structure and initial ledgers. | Stage 0 setup in progress. | | 2026-06-14 | 1-2 | Mapped comprehensive ROI paths and required restaurant archetypes. | Strong/weak paths and early-target hypotheses documented. |",LEG-SRC-0064,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0064,LEG-SRC-0064,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0056,"# Anonymous Peer Review ## Review A - **Strongest insight:** Separating shifted from incremental orders prevents the largest likely overstatement. - **Weakest assumption:** Positive direct shift without a measured promotion mechanism. - **Missing number:** Actual all-in marketplace deduction from restaurant statements. - **Overstated path:** Generic website credibility. - **Understated path:** High-ticket catering/group-order capture. - **Correction:** Require actual statements and source-tagged order tracking before payback. ## Review B - **Strongest insight:** Structured ordering does not equal structured fulfilment. - **Weakest assumption:** Staff consistently monitor Telegram or another second queue. - **Missing number:** Peak acknowledgement and handling time. - **Overstated path:** Staff-time cash savings. - **Understated path:** Avoided complaints, remakes, and lost orders. - **Correction:** Separate capacity released from cash saved and require peak logs.",LEG-SRC-0065,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0065,LEG-SRC-0065,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0057,"# Chairman Final ROI Verdict ## Decision Summary ## Confirmed - Aggregators remain discovery engines; do not claim replacement. - Shifted orders and incremental orders must remain separate. - Avoided deductions are not net profit. - Staff capacity released is not automatically cash saved. - Trust, SEO, credibility, customer data, and strategic optionality are not automatically monetized. - Positive causal defaults must be zero/blank or explicit opt-in. - Best-alternative and doing-nothing comparisons are mandatory. - The calculator may recommend “do not buy yet.” ## Proposed - Recruit pilots from WhatsApp-heavy, family-tray/catering-led, aggregator-heavy, pickup-capable, and weak-website-with-demand restaurants that possess usable records and a named operator. - Test website/order page plus familiar handoff/notification as a small reversible stack where it matches the measured problem. - Test pickup or existing fulfilment before new fleet or complex integration.",LEG-SRC-0066,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0066,LEG-SRC-0066,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0058,"# Chairman First ROI Synthesis ## Emerging Direction ## Strongest ROI Logic ## Calculator Structure - Require owner records for core economics. - Default positive causal assumptions to zero or blank. - Put illustrative scenarios in a separate sensitivity panel labeled as assumptions. - Keep shifted, incremental, operational, fulfilment, and lead modules separate. - Prevent double counting. - Compare against best alternative and doing nothing. - Show cash effect, capacity released, qualitative strategic score, missing-data warning, and no-break-even result. ## Archetype Direction ## Channel and Fulfilment Direction ## First Decision",LEG-SRC-0067,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0067,LEG-SRC-0067,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0059,"# Devil's Advocate ROI Attack ## Why ROI May Not Materialize - The restaurant's “repeat customers” may still prefer aggregators for convenience, offers, payment, tracking, or support. - Direct orders may merely cannibalize already-profitable WhatsApp, phone, pickup, or POS-native orders. - The restaurant may need discounts and promotion spending that erase avoided marketplace deductions. - Delivery, refunds, failed handoffs, and staff exceptions may consume more margin than the model captures. - The system may create a second queue that staff ignore during peak hours. - Menu accuracy, availability, and fulfilment discipline may fail, damaging trust instead of building it. ## Why Trust May Not Convert ## Why Manual WhatsApp May Be Good Enough ## Why Delivery Can Destroy Margin ## Why the Calculator Can Mislead - Owners may accept prefilled assumptions as predictions. - Actual contribution margin and marketplace deductions are often misunderstood.",LEG-SRC-0068,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0068,LEG-SRC-0068,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0060,"# Evidence Auditor ROI Review ## Overall Disposition ## Unsupported or Restricted Claims - Do not claim direct ordering is cheaper than aggregators without actual statements and all direct costs. - Do not claim expected shifted-order, incremental-order, AOV, time-saving, mistake-reduction, or catering-win rates. - Do not call archetypes proven best fits. - Do not recommend pickup, outsourced, hybrid, WhatsApp, Telegram, bots, POS, or AI without restaurant-specific thresholds. - Do not monetize trust, SEO, credibility, customer data, resilience, or brand legitimacy automatically. ## Safe Numbers - Stripe UAE standard pricing can be shown as a labeled, editable provider reference. - Telegram's normal Bot API charge can be shown as zero only with development/hosting/support caveats. - Marketplace, rider, fulfilment, AOV, and competitor numbers are context or sensitivity evidence, not customer defaults.",LEG-SRC-0069,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,UAE,HIGH,2026-06-18,YES,internal,LEG-EV-0069,LEG-SRC-0069,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
